Date,Open,High,Low,Close,Adj Close,Volume
2003/6/3,4687.75,4717.189941,4659.169922,4678.080078,4678.062988,4129400
2003/6/4,null,null,null,null,null,null
2003/6/5,4743.97998,4779.399902,4720.359863,4738.339844,4738.322266,4763600
2003/6/6,4749.040039,4751.459961,4701.350098,4740.450195,4740.432617,3560200
2003/6/9,4725.839844,4831.459961,4715.819824,4826.939941,4826.921875,5038600
2003/6/10,4810.310059,4854.040039,4801.720215,4832.200195,4832.182129,4723800
2003/6/11,4872.459961,4874.680176,4804.649902,4804.649902,4804.631836,5006200
2003/6/12,4846.720215,4914.410156,4822.169922,4878.430176,4878.411621,5176000
2003/6/13,4878.470215,4904.359863,4865.910156,4881.899902,4881.881348,4350800
2003/6/16,4875.430176,4934.870117,4873.669922,4892.359863,4892.341309,4571400
2003/6/17,4978.430176,4993.410156,4953.259766,4973.189941,4973.170898,6026400
2003/6/18,5020.299805,5089.080078,4993.040039,4999.069824,4999.050781,6882800
2003/6/19,5038.339844,5058.689941,4982.370117,5048.910156,5048.891113,6049200
2003/6/20,5018.569824,5078.790039,4984.140137,5002.580078,5002.561035,6662400
2003/6/23,5014.799805,5036.859863,4920.330078,4921.720215,4921.70166,4827800
2003/6/24,4881.759766,4922.930176,4868.850098,4909.310059,4909.291504,3868400
2003/6/25,4923.850098,4959.399902,4898.009766,4933.790039,4933.771484,4339800
2003/6/26,4932.02002,4954.279785,4894.009766,4894.009766,4893.991211,3595200
2003/6/27,4936.109863,4949.490234,4856.330078,4877.899902,4877.881348,3832800
2003/6/30,4881.799805,4900.439941,4864.569824,4872.149902,4872.131348,2823400
2003/7/1,4893.580078,5017.779785,4893.580078,5017.779785,5017.760742,4937000
2003/7/2,5075.209961,5121.72998,5047.830078,5095.240234,5095.221191,6554400
2003/7/3,5167.859863,5197.720215,5095.310059,5095.310059,5095.291016,7780200
2003/7/4,5126.569824,5151.850098,5085.850098,5151.850098,5151.830566,5730000
2003/7/7,5227.310059,5324.959961,5214.089844,5322.259766,5322.240234,7424800
2003/7/8,5371.930176,5416.97998,5323.279785,5367.970215,5367.950195,8230200
2003/7/9,5365.97998,5410.620117,5342.029785,5358.910156,5358.890137,6787000
2003/7/10,5367.350098,5398.970215,5282.379883,5282.379883,5282.360352,6313600
2003/7/11,5234.02002,5251.850098,5179.359863,5239.959961,5239.94043,5750600
2003/7/14,5282.97998,5390.859863,5273.149902,5349.939941,5349.92041,6089600
2003/7/15,5399.259766,5403.490234,5326.080078,5335.859863,5335.840332,6024200
2003/7/16,5362.339844,5435.120117,5348.049805,5413.870117,5413.849609,6762800
2003/7/17,5389.52002,5429.919922,5299.509766,5299.509766,5299.490234,6516200
2003/7/18,5291.529785,5326.620117,5250.029785,5287.379883,5287.360352,4936200
2003/7/21,5338.529785,5349.200195,5219.299805,5219.299805,5219.280273,4505000
2003/7/22,5225.569824,5271.629883,5213.060059,5261.009766,5260.990234,4148800
2003/7/23,5299.120117,5345.990234,5277.299805,5287.890137,5287.870605,4225600
2003/7/24,5324.629883,5402.75,5305.700195,5402.75,5402.729492,5243000
2003/7/25,5389.890137,5441.02002,5379.810059,5394.75,5394.729492,4893600
2003/7/28,5476.160156,5504.379883,5443.399902,5451.799805,5451.779297,5975600
2003/7/29,5463.140137,5464.950195,5338,5342.459961,5342.44043,4578000
2003/7/30,5327.240234,5354.959961,5278.810059,5307.180176,5307.160645,3653800
2003/7/31,5294.52002,5328.549805,5260.830078,5318.339844,5318.320313,3774600
2003/8/1,5365.72998,5408.149902,5363.890137,5390.509766,5390.489258,4059800
2003/8/4,5393.100098,5400.410156,5361.870117,5377.189941,5377.169922,3253800
2003/8/5,5403.839844,5407.5,5259.450195,5259.450195,5259.430664,3761200
2003/8/6,5214.089844,5251.910156,5207.609863,5225.830078,5225.810547,2777200
2003/8/7,5257.560059,5286.990234,5193.180176,5259.069824,5259.050293,3861400
2003/8/8,5270.950195,5315.180176,5232.549805,5232.549805,5232.530273,3986200
2003/8/11,5239.169922,5239.169922,5174.77002,5214.600098,5214.580566,2720200
2003/8/12,5250.450195,5272.959961,5245.089844,5255.240234,5255.220703,3141000
2003/8/13,5319.299805,5454.359863,5318.529785,5442.27002,5442.249512,5307000
2003/8/14,5463.540039,5488.819824,5410.120117,5436.75,5436.729492,6101200
2003/8/15,5491.850098,5540,5471.600098,5488.740234,5488.719727,4964800
2003/8/18,5528.089844,5539.02002,5480.640137,5516.799805,5516.779297,4682600
2003/8/19,5586.430176,5594.930176,5498.379883,5512.160156,5512.139648,5185800
2003/8/20,5548.839844,5562.950195,5525.450195,5543.609863,5543.589355,3593200
2003/8/21,5545.970215,5612.149902,5522.419922,5611.859863,5611.838867,4305000
2003/8/22,5648.939941,5692.930176,5629.200195,5646.620117,5646.599121,5632600
2003/8/25,5667.040039,5686.850098,5626.600098,5686.850098,5686.829102,4412200
2003/8/26,5656.069824,5656.069824,5542.430176,5558.25,5558.229492,4241200
2003/8/27,5577.299805,5626.459961,5542.450195,5553.430176,5553.409668,4360600
2003/8/28,5596.560059,5618.359863,5504.52002,5523.120117,5523.099609,3907400
2003/8/29,5561.540039,5657.049805,5542.390137,5650.830078,5650.809082,4325200
2003/9/1,5690.839844,5726.47998,5651.040039,5691.790039,5691.769043,4543000
2003/9/2,5693.509766,5715.950195,5664.27002,5715.950195,5715.929199,3712200
2003/9/3,5751.370117,5756.080078,5673.180176,5673.180176,5673.15918,4759000
2003/9/4,5681.259766,5702.160156,5624.75,5625.629883,5625.608887,3673400
2003/9/5,5670.299805,5709.629883,5620.290039,5639.029785,5639.008789,3211800
2003/9/8,5638.200195,5751.990234,5609.240234,5727.009766,5726.98877,3377600
2003/9/9,5786.970215,5800.799805,5680.689941,5680.689941,5680.668945,4561600
2003/9/10,5654.060059,5683.850098,5591.330078,5623.430176,5623.40918,3701800
2003/9/11,null,null,null,null,null,null
2003/9/12,5627.350098,5654.439941,5600.180176,5645.279785,5645.258789,2566200
2003/9/15,5640.220215,5651.149902,5606.060059,5623.220215,5623.199219,2406800
2003/9/16,5606.169922,5699.259766,5605.990234,5699.259766,5699.23877,2859400
2003/9/17,5757.25,5779.950195,5735.959961,5747.140137,5747.119141,3794600
2003/9/18,5747.22998,5758.680176,5697.819824,5750.810059,5750.789063,3522600
2003/9/19,5790.379883,5809.430176,5747.100098,5757.910156,5757.88916,4680200
2003/9/22,5732.810059,5750.140137,5675.75,5675.75,5675.729004,3734200
2003/9/23,5650.350098,5686.459961,5641.709961,5684.009766,5683.98877,2909600
2003/9/24,5704.009766,5722.359863,5678.640137,5722.359863,5722.338867,3805400
2003/9/25,5634.25,5695.459961,5633.069824,5688.22998,5688.208984,3521800
2003/9/26,5690.870117,5703.75,5650.109863,5650.109863,5650.088867,2865400
2003/9/29,5645.080078,5668.919922,5627.430176,5643.5,5643.479004,2434000
2003/9/30,5672.77002,5677.120117,5611.410156,5611.410156,5611.38916,2416200
2003/10/1,5599.100098,5613.180176,5560.549805,5581.660156,5581.639648,2268400
2003/10/2,5644.5,5703.379883,5639.97998,5699.859863,5699.838867,3352200
2003/10/3,5716.790039,5759,5701.870117,5747.790039,5747.769043,3996400
2003/10/6,5810.839844,5857.540039,5782.890137,5851.200195,5851.178223,5806800
2003/10/7,5873.330078,5879.680176,5828.049805,5856.680176,5856.658203,4933800
2003/10/8,5860.399902,5867.089844,5808.189941,5821.799805,5821.777832,4938000
2003/10/9,5817.720215,5872.97998,5800.819824,5869.879883,5869.85791,5663800
2003/10/10,null,null,null,null,null,null
2003/10/13,5907.209961,5979.830078,5906.959961,5972.470215,5972.448242,5974400
2003/10/14,6020.220215,6020.220215,5938.419922,5938.419922,5938.397949,5765200
2003/10/15,5967.930176,5978.470215,5913.279785,5924.379883,5924.35791,4999200
2003/10/16,5935.149902,6037.529785,5928.700195,6035.740234,6035.717773,5853600
2003/10/17,6063.399902,6077.600098,6016.100098,6042.709961,6042.6875,5692800
2003/10/20,6041.529785,6085.620117,6026.390137,6077.890137,6077.867676,5222200
2003/10/21,6105.029785,6116.580078,6017.259766,6061.459961,6061.4375,5632800
2003/10/22,6046.040039,6075.75,6013.080078,6041.859863,6041.837402,5205200
2003/10/23,5971.419922,5997.819824,5938.669922,5952.22998,5952.208008,4315000
2003/10/24,5972.850098,5990.720215,5918.140137,5918.140137,5918.118164,3558400
2003/10/27,5946.02002,5976.379883,5941.089844,5958.549805,5958.527832,2830800
2003/10/28,5997.299805,6087.319824,5994.870117,6075.450195,6075.427734,5177800
2003/10/29,6173.850098,6173.850098,6080.399902,6095.870117,6095.847656,5204000
2003/10/30,6110.259766,6119.060059,6066.620117,6108.129883,6108.107422,4352000
2003/10/31,6110.779785,6117.859863,6029.540039,6045.120117,6045.097656,4782400
2003/11/3,6054.310059,6098.009766,6024.970215,6087.450195,6087.427734,4430600
2003/11/4,6147.049805,6167.149902,6106.939941,6108.990234,6108.967773,5516200
2003/11/5,6120.200195,6156.509766,6102.419922,6142.319824,6142.297363,4705600
2003/11/6,6160.850098,6182.200195,5958.870117,6013.399902,6013.377441,6915800
2003/11/7,6054.620117,6062.950195,5974.109863,6056.830078,6056.807617,4555400
2003/11/10,6053.140137,6094.700195,6024.660156,6059.029785,6059.007324,4063400
2003/11/11,6028.790039,6047.319824,5971.129883,6022.080078,6022.057617,3963800
2003/11/12,6024.040039,6048.540039,5982.75,5982.75,5982.728027,4187000
2003/11/13,6054.049805,6060.790039,6007.100098,6035.439941,6035.41748,4276200
2003/11/14,6040.310059,6059.660156,6007.930176,6044.77002,6044.747559,3800600
2003/11/17,6011.740234,6011.740234,5942.410156,5952.319824,5952.297852,3458000
2003/11/18,5941.819824,5966.509766,5890.879883,5939.470215,5939.448242,3600400
2003/11/19,5881.609863,5893.580078,5826.589844,5865.509766,5865.487793,3491000
2003/11/20,5872.609863,5901.109863,5828.410156,5834.240234,5834.218262,3220800
2003/11/21,5787.990234,5830.060059,5749.189941,5830.060059,5830.038086,2985400
2003/11/24,5845.490234,5849.410156,5802.689941,5821.580078,5821.558105,2677000
2003/11/25,5899.890137,5917.700195,5857.359863,5861.180176,5861.158203,3762600
2003/11/26,5872.189941,5881.459961,5846.890137,5860.609863,5860.587891,2353400
2003/11/27,5852.47998,5856.819824,5740.569824,5740.569824,5740.548828,2604000
2003/11/28,5804.819824,5836.089844,5758.850098,5771.77002,5771.749023,2753600
2003/12/1,5768.689941,5878.129883,5752.149902,5870.169922,5870.147949,3041200
2003/12/2,5919.22998,5921.109863,5884.319824,5911.450195,5911.428223,3224200
2003/12/3,5921.580078,5927.560059,5882.080078,5884.970215,5884.948242,2948000
2003/12/4,5895.279785,5927.370117,5888.22998,5920.459961,5920.437988,2890200
2003/12/5,5937.410156,5945.529785,5900.049805,5900.049805,5900.027832,2708800
2003/12/8,5869.160156,5869.200195,5842.209961,5847.149902,5847.12793,2125200
2003/12/9,5881.709961,5881.709961,5830.299805,5859.560059,5859.538086,2650400
2003/12/10,5813.279785,5834.419922,5773.75,5803.419922,5803.398438,2652600
2003/12/11,5819.129883,5868.569824,5819.129883,5867.049805,5867.027832,3121200
2003/12/12,5912.930176,5922.709961,5849.419922,5858.319824,5858.297852,3121600
2003/12/15,5910.919922,5924.240234,5874.060059,5924.240234,5924.218262,2621800
2003/12/16,5876.560059,5906.77002,5871.879883,5887.22998,5887.208008,2488000
2003/12/17,5904.370117,5910.629883,5718.439941,5752.009766,5751.98877,4255600
2003/12/18,5743.029785,5801.609863,5724.939941,5768.759766,5768.73877,2567000
2003/12/19,5829.02002,5829.02002,5755.220215,5759.22998,5759.208984,2713800
2003/12/22,5782.089844,5850.740234,5773.640137,5835.109863,5835.087891,3115000
2003/12/23,5858.109863,5858.339844,5827.939941,5845.509766,5845.487793,2617800
2003/12/24,5865.930176,5900.100098,5849.569824,5857.870117,5857.848145,3511600
2003/12/25,5870,5896.459961,5845.640137,5853.700195,5853.678223,2921800
2003/12/26,5873.399902,5881.330078,5835.990234,5857.209961,5857.187988,2523000
2003/12/29,5870.080078,5874.200195,5804.890137,5804.890137,5804.868652,2601200
2003/12/30,5845.169922,5886.790039,5813.339844,5866.75,5866.728027,3484400
2003/12/31,5872.450195,5900.819824,5868.740234,5890.689941,5890.667969,2710400
2004/1/1,null,null,null,null,null,null
2004/1/2,5907.149902,6043.299805,5907.149902,6041.560059,6041.537598,5160800
2004/1/5,6080.180176,6137.910156,6061.859863,6125.419922,6125.397461,6668400
2004/1/6,6170.02002,6170.02002,6110.689941,6144.009766,6143.986816,6191400
2004/1/7,6174.950195,6215.450195,6130.350098,6141.25,6141.227539,6273600
2004/1/8,6180.359863,6189.600098,6142.240234,6169.169922,6169.146484,4964000
2004/1/9,6241.359863,6257.890137,6207.689941,6226.97998,6226.956543,6117800
2004/1/12,6225.22998,6246.620117,6196.410156,6219.709961,6219.686523,3733400
2004/1/13,6239.160156,6255.939941,6195.640137,6210.220215,6210.196777,3861200
2004/1/14,6195.089844,6298.720215,6190.350098,6274.970215,6274.946289,4982600
2004/1/15,6297.589844,6306.950195,6253.640137,6264.370117,6264.346191,5183200
2004/1/16,6300.759766,6311.459961,6264.040039,6269.709961,6269.686035,4811400
2004/1/19,null,null,null,null,null,null
2004/1/20,null,null,null,null,null,null
2004/1/21,null,null,null,null,null,null
2004/1/22,null,null,null,null,null,null
2004/1/23,null,null,null,null,null,null
2004/1/26,null,null,null,null,null,null
2004/1/27,6371.5,6399.819824,6334.819824,6384.629883,6384.605469,6100400
2004/1/28,6360.709961,6421.450195,6335.540039,6386.25,6386.225586,7029800
2004/1/29,6348.930176,6379.049805,6303.209961,6312.649902,6312.625977,6792000
2004/1/30,6331.709961,6386.129883,6329.169922,6375.379883,6375.355469,5876600
2004/2/2,6379.97998,6388.970215,6319.959961,6319.959961,6319.936035,6237800
2004/2/3,6281.529785,6281.529785,6210.350098,6252.22998,6252.206055,5948600
2004/2/4,6271.540039,6297.919922,6233.879883,6241.390137,6241.366699,5593000
2004/2/5,6241.919922,6323.75,6241.919922,6268.140137,6268.116211,6152600
2004/2/6,6321.149902,6384.089844,6314.830078,6353.350098,6353.325684,7283400
2004/2/9,6442.839844,6475.379883,6422.620117,6463.089844,6463.06543,8519800
2004/2/10,6489.649902,6503.240234,6425.319824,6488.339844,6488.314941,8913400
2004/2/11,6518.160156,6518.160156,6440.299805,6454.390137,6454.365723,8651600
2004/2/12,6505.529785,6578.819824,6397.339844,6436.950195,6436.925781,9903800
2004/2/13,6467.149902,6554.779785,6459.140137,6549.180176,6549.155273,8014800
2004/2/16,6566.759766,6590.25,6518.100098,6565.370117,6565.345215,8431400
2004/2/17,6586.490234,6616.040039,6576.220215,6600.470215,6600.445313,8255000
2004/2/18,6656.100098,6661.129883,6586.740234,6605.850098,6605.825195,8731200
2004/2/19,6647.859863,6688.140137,6626.470215,6681.52002,6681.494629,8956200
2004/2/20,6692.029785,6708.040039,6656.060059,6665.540039,6665.514648,7999600
2004/2/23,6686.669922,6695.450195,6607.359863,6665.890137,6665.864746,7132000
2004/2/24,6650.160156,6686.850098,6589.22998,6589.22998,6589.205078,6696200
2004/2/25,6619.689941,6672.240234,6595.240234,6644.279785,6644.254395,6631800
2004/2/26,6709.430176,6730.959961,6660.52002,6693.25,6693.224121,7409400
2004/2/27,6732.629883,6756.759766,6713.669922,6750.540039,6750.51416,7688200
2004/3/1,6816.790039,6896.359863,6816.790039,6888.430176,6888.404297,10040600
2004/3/2,6964.660156,6984.410156,6897.359863,6975.259766,6975.233887,10848200
2004/3/3,6981.540039,7003.879883,6930.009766,6932.169922,6932.144043,10369200
2004/3/4,6963.22998,7045.470215,6963.22998,7034.100098,7034.074219,10086400
2004/3/5,7106.310059,7135,6943.470215,6943.680176,6943.654297,11558200
2004/3/8,6997.660156,7025.109863,6901.47998,6901.47998,6901.454102,6972000
2004/3/9,6901.859863,6974.950195,6865.200195,6973.899902,6973.874023,5971800
2004/3/10,6967.160156,6995.47998,6874.910156,6874.910156,6874.884277,7474600
2004/3/11,6825.209961,6906.5,6805.709961,6879.109863,6879.083984,5850000
2004/3/12,6781.109863,6837.080078,6766.160156,6800.240234,6800.214355,6675400
2004/3/15,6897.779785,6897.779785,6635.97998,6635.97998,6635.95459,7991200
2004/3/16,6645.430176,6660.819824,6564.310059,6589.720215,6589.695313,6660800
2004/3/17,6654.470215,6669.930176,6577.97998,6577.97998,6577.955078,5359200
2004/3/18,6572.72998,6791.850098,6570.529785,6787.029785,6787.003906,7070000
2004/3/19,6783.52002,6833.490234,6751.540039,6815.089844,6815.063965,6782600
2004/3/22,6360.330078,6368.029785,6358.72998,6359.919922,6359.895508,2250800
2004/3/23,6033.649902,6299.089844,6020.640137,6172.890137,6172.866699,10157600
2004/3/24,6265.740234,6265.740234,6100.830078,6213.560059,6213.536621,6543000
2004/3/25,6234.819824,6250.399902,6142.899902,6156.72998,6156.706543,5666200
2004/3/26,6227.169922,6239.22998,6117.27002,6132.620117,6132.597656,4614400
2004/3/29,6348.859863,6474.169922,6327.339844,6474.109863,6474.085449,4786600
2004/3/30,6492.930176,6535.02002,6441.430176,6494.709961,6494.685059,6171800
2004/3/31,6554.950195,6569.560059,6482.810059,6522.189941,6522.165039,6227600
2004/4/1,6504.540039,6534.689941,6459.740234,6523.490234,6523.465332,5437200
2004/4/2,6566.759766,6581.990234,6527.080078,6545.540039,6545.515137,5160000
2004/4/5,6627.22998,6684.77002,6555.410156,6682.72998,6682.70459,6233600
2004/4/6,6715.899902,6744.560059,6627.009766,6635.540039,6635.514648,6736800
2004/4/7,6642.430176,6657.419922,6606.830078,6646.740234,6646.714844,4361800
2004/4/8,6666.72998,6690.450195,6647.419922,6672.859863,6672.834473,4764800
2004/4/9,6650.310059,6662.310059,6607.890137,6620.359863,6620.334473,4827000
2004/4/12,6701.359863,6801.5,6701.359863,6777.779785,6777.753906,6735400
2004/4/13,6824.22998,6838.859863,6766.870117,6794.330078,6794.304199,7997000
2004/4/14,6772.419922,6880.180176,6772.419922,6880.180176,6880.154297,7510200
2004/4/15,6905.160156,6916.310059,6736.790039,6736.790039,6736.76416,7625000
2004/4/16,6750.290039,6840.75,6729.160156,6818.200195,6818.174316,7174600
2004/4/19,6852.450195,6870.709961,6767.169922,6779.180176,6779.154297,6694000
2004/4/20,6837.560059,6856.97998,6790.569824,6799.970215,6799.944336,6104000
2004/4/21,6801.75,6844.740234,6792.149902,6810.25,6810.224121,5734600
2004/4/22,6867.870117,6912.089844,6678.700195,6732.089844,6732.063965,7592800
2004/4/23,6791.359863,6806.97998,6694.589844,6748.100098,6748.074219,4996200
2004/4/26,6752.899902,6775.669922,6704.580078,6710.700195,6710.674316,4261600
2004/4/27,6717.52002,6720.140137,6582.709961,6646.799805,6646.774414,4301600
2004/4/28,6636.299805,6673.049805,6556.870117,6574.75,6574.725098,4132600
2004/4/29,6484.97998,6516.029785,6354.450195,6402.209961,6402.185547,5336600
2004/4/30,6331.439941,6343.029785,6023.580078,6117.810059,6117.787598,6353800
2004/5/3,6102.600098,6123.529785,5986.850098,6029.77002,6029.747559,3894000
2004/5/4,6109.5,6191.839844,6067.870117,6188.149902,6188.126465,4275800
2004/5/5,6190.899902,6190.899902,5854.22998,5854.22998,5854.208008,5183800
2004/5/6,5940.850098,5999.740234,5818.569824,5909.790039,5909.768066,4855400
2004/5/7,5892.939941,6040.259766,5889.890137,6040.259766,6040.237305,4016000
2004/5/10,5929.720215,5929.720215,5803.740234,5825.049805,5825.027832,3065800
2004/5/11,5855.720215,5890.600098,5704.209961,5886.359863,5886.337891,3973800
2004/5/12,5970.560059,6026.640137,5950.509766,5958.790039,5958.768066,4184200
2004/5/13,5928.569824,5971.439941,5878.609863,5918.089844,5918.067871,3070800
